Sentences,Naive Bayes,KNN,Decision Tree,Logistic Regression,Perceptron Model,Random Forest,SVM,sum count,Company,True Label,Classified by Hand,Pattern Recognition,Issues / Comments
"Building on this work, we’re announcing a new around-the-clock pilot in the Netherlands with energy provider Eneco and FlexiDAO, a technology supplier, which will match one of our Amsterdam datacenter’s hourly energy consumption with the Dutch offshore windfarm Borssele.",0,0,1,1,1,0,1,4,Microsoft,rel,rel,,
Direct air capture We are actively working with our Climate Innovation Fund to invest in promising carbon removal companies and projects.,0,0,1,1,1,0,1,4,Microsoft,rel,rel,carbon removal,
"Closed Loop Partners, an early investor of HBG, currently represents the largest ownership stake in the company, which currently trades on the Tel Aviv Stock Exchange.",1,1,0,0,1,0,0,3,Microsoft,irr,irr,,
Our Swedish campuses are slated to pilot a battery energy storage system (BESS) solution to remove reliance on generators.,1,0,0,1,1,0,0,3,Microsoft,irr,rel,remove reliance on generators,not highlighted but could be relevant?
"modernization project, where embodied carbon emissions We are now using the EC3 tool around the world in both our campuses and our datacenters to track and reduce embodied carbon and have found opportunities to reduce concrete and steel embodied carbon by 30 to 60 percent in our datacenters.",0,1,1,0,1,0,0,3,Microsoft,rel,rel,reduce carbon,
Through FY22 we will plan to convert our US distribution We are options such Software design can also increase efficiency.,0,0,1,1,0,1,0,3,Microsoft,rel,irr,,extraction issue (portion of the sentence highlighted when it shouldn't be)
Upstream decisions like procurement and use of materials affect downstream management and processing of materials as eventual waste.,1,1,0,0,1,0,0,3,Microsoft,irr,irr,,not highlighted but could be relevant?
"Using Azure, Conservation Science Partners aggregates and analyzes satellite imagery at high resolutions to better understand how the forest cover across the western United States changes from forest disturbance events and how this influences water supply records.",1,0,1,0,0,1,0,3,Microsoft,irr,irr,,
But it’s not just a solar story.,0,1,0,1,1,1,1,5,Mondelez_Intl,rel,irr,,extraction issue (portion of the sentence highlighted when it shouldn't be)
Our Claremont site in Australia is reducing its dependence on fossil fuels by installing heat pumps and recovering waste heat.,0,0,1,1,0,1,1,4,Mondelez_Intl,rel,rel,reducing; dependence on fossil fuels,
We are allocating the net proceeds from the offering to eligible,0,0,1,1,0,1,0,3,Mondelez_Intl,rel,irr,,extraction issue (portion of the sentence highlighted when it shouldn't be)
commenced decarbonization workshops for each site to develop a roadmap that defines the initiatives and investments required.,1,1,0,1,0,0,1,4,NewmontMining,rel,rel,decarbonization workshops,extraction issue (portion of the sentence highlighted when it shouldn't be)
"Because the updated baseline is more than a 10 percent increase from the original baseline, we have also resubmitted our Scope 3 targets to SBTi and are awaiting its response on the review and validation.",1,0,0,1,0,1,1,4,NewmontMining,irr,irr,,
Our industry-leading project pipeline also provides opportunities to establish innovative solutions at our future operations to reduce carbon emissions and further increase the resilience of our business to potential climate risks.,0,0,1,0,1,1,0,3,NewmontMining,irr,rel,reduce; carbon emissions,
We plan to develop a methodology for setting site-level emissions reduction targets in 2022.,0,1,0,0,1,0,0,2,NewmontMining,rel,rel,emission reduction,extraction issue (portion of the sentence highlighted when it shouldn't be)
"We would continue to approach scope 3 as a shared responsibility, committing to work with our supply chain partners and customers on solutions to reduce emissions throughout our entire value chain.",0,1,1,0,0,1,0,3,NextEraEnergyZeroCarbonBlueprint,irr,rel,scope 3; reduce emissions,
"Does not include upstream electricity emissions, T&D losses, or other onsite fuels besides natural gas (propane, diesel, biogas, hi-sene).",1,0,1,1,0,1,1,5,Nike,irr,irr,,
"In addition to similarly advanced levels of energy- and water-efficient design, this building features biophilic elements and a shade-providing external trellis that will house 390 kW of solar panels to harness Santa Clara's sunny weather.",0,0,0,1,1,0,1,3,Nvidia,rel,rel,energy- and water-efficient design,
We prioritize insetting projects in our supply chain when possible and purchase certified carbon credits when needed.,0,0,0,1,1,0,1,3,Philip_Morris_Intl,rel,rel,carbon credits,
"In 2021, field technicians allowed us to monitor compliance with GAP on all contracted farms.",1,1,0,0,1,0,0,3,Philip_Morris_Intl,irr,irr,,
"In addition, childcare facilities or contributions are provided in 28 of our markets.",1,1,0,0,1,0,0,3,Philip_Morris_Intl,irr,irr,,
"Spend 75,000 hours supporting our local communities around the globe by 2025 (2019 baseline) On track Achieved 33,000 hours 8 Logistics Workforce Training.",1,0,1,1,0,1,1,5,Prologis,irr,irr,,
"These offsets included rainforest conservation in Brazil, Canada and Mexico and conservation, habitat management and building insulation alternatives in the U.S.",0,0,1,1,0,1,0,3,Prologis,rel,rel,rainforest conservation,relevant with the context of the previous sentence
"By 2025, we intend to reach 100%.",0,0,1,0,1,1,0,3,Prologis,rel,rel,,relevant with the context of the previous sentence
Scope 3 emissions (emissions not directly associated with our operations) represent 99.9% of our total emissions footprint—and our best opportunity to make an impact.,0,0,1,0,1,0,0,2,Prologis,rel,rel,Scope 3; represents total emissions,
"At year-end 2021, 47% of our rooftop space was covered with a cool or reflective coating.",0,0,1,0,0,1,0,2,Prologis,rel,rel,covered with a cool or reflective coating,
"As part of our expanded climate commitment, we",0,0,1,1,1,1,1,5,Raytheon,rel,irr,,not highlighted
"Regulatory risks Risks associated with emerging climate and energy regulation such as carbon pricing, emission restrictions and energy taxes.",0,0,1,0,1,1,0,3,Raytheon,irr,irr,,
"This includes short- term targets of 3-4% by 2022, 6-8% by 2023 and 9-12% by 2024 (compared with 2016).",0,0,1,1,1,1,0,4,Shell,rel,rel,,relevant with the context of the previous sentence
"Similarly, our Singapore resin plant has achieved significant PSM continuous improvement beyond the Sherwin-Williams and in-country requirements.",1,0,1,0,1,1,0,4,SherwinWilliams,irr,irr,,
"In FY21, Starbucks joined the U.S.",1,1,0,0,1,0,0,3,Starbucks,irr,irr,,
What We Achieved Planet (Environment),1,0,0,1,0,1,1,4,Target,rel,rel,,table format
Our off-site projects invest in the use of renewables in communities where we operate.,0,1,1,1,1,0,0,4,Target,rel,rel,,relevant with the context of the sentence that follows after
All of our actions to address climate change support our top-level commitment to be a net zero enterprise by 2040.,0,0,1,1,0,1,1,4,Target,rel,rel,address climate change; be a net zero,
"To date, Target has certified 59 stores to the U.S. Environmental Protection Agency (EPA)’s GreenChill standards and installed around 15,000 hydrofluorocarbon (HFC)-free units in our stores, accounting for approximately 57% of our operations’ refrigerants in stand-alone cases.",0,0,1,1,0,0,1,3,Target,rel,rel,installed; hydrofluorocarbon (HFC)-free,
"We are not just trying to build the best electric cars, we are striving to build the best cars, period.",1,1,0,0,1,0,0,3,Tesla,irr,irr,,
direct operations and business travel.,0,0,1,1,1,1,1,5,TJX,rel,rel,,relevant with the sentences that follows after
Conserving Energy: Installing LED lighting in new and remodeled stores and processing centers.,0,1,1,0,0,1,0,3,TJX,rel,rel,installing; LED lighting,
Approximately 11.2M m2 of retail space21 17 3.,1,1,0,0,1,0,0,3,TJX,irr,irr,,
"All of these practices have been implemented at the CLOV site in Angola, Moho-Nord in the Republic of the Congo and Egina in Nigeria.",1,1,1,0,1,1,0,5,Total,irr,irr,,
"otalEnergies is reducing the share of petro- leum products in its sales mix, from 65% in 2015 to 44% in 2021 (excluding the impact of Covid-19), and a targeted 30% in 2030.",0,1,1,1,0,1,1,5,Total,rel,rel,reducing the share of petro-leum products,
Develop a CCS capacity of more than 10 Mt/y by 20305.,0,1,1,1,0,1,1,5,Total,rel,rel,CCS capacity,
The Company anticipates an energy efficiency gain of around 30% across the pilot unit’s production chain.,1,0,0,1,1,1,1,5,Total,irr,rel,energy efficiency gain,
"Deployment of charging infrastructure • 150,000 charge points worldwide by 2025.",0,0,1,1,1,1,1,5,Total,rel,rel,charging infrastructure,
"The CO2 associated with that natural gas, known as native CO2, is isolated and injected into the subsurface.",1,1,0,0,1,1,1,5,Total,irr,irr,,extraction issue (portion of the sentence highlighted when it shouldn't be)
"The Compa- ny is undergoing a profound transformation to get to net zero by 2050, together with society.",1,1,1,0,0,1,1,5,Total,irr,rel,,not highlighted but relevant information
"— In March 2021, TotalEnergies and Forêt Ressources Management signed a partnership agreement with the Republic of the Congo for a large-scale, inclusive agroforestry management project that will sequester more than 10 Mt of CO2.",0,0,1,1,0,1,1,4,Total,rel,rel,sequester; CO2,
"In early 2021, TotalEnergies became a major player in biogas in France by acquiring Fonroche Biogaz, with 500 GWh of installed capacity.",0,1,0,1,1,0,1,4,Total,rel,rel,Gwh of installed capacity,
This happened in Kazakh- stan during a scheduled annual inspection of an electrical transformer.,1,1,0,0,1,0,1,4,Total,irr,irr,,
"Our busi- ness strategy, like our net zero ambition, is part of a transition dynamic that involves society as a whole.",1,1,1,0,1,0,0,4,Total,irr,irr,,
Leak reduction: annual campaigns to identify and repair leaks at all operated sites will be deployed starting in 2022.,0,1,0,1,1,1,0,4,Total,rel,rel,indentify and repair leaks,
"Automotive Cells Company (ACC), a joint venture founded by TotalEnergies and Stellantis in 2020, is set to emerge as a global player in the development and manufacture of auto- motive batteries beginning in 2023.",0,0,1,1,0,1,1,4,Total,rel,rel,,relevant with the sentences that follows after
- 36 37 Antwerp refinery Zealand refinery Aramis Depleted fields operated by TotalEnergies Phase 1: 2.5 Mt CO2/year in 2026 Phase 2: +5.5 Mt CO2/year in 2030 Normandy refinery Storage Shipping Pipeline Hub* Capture (blue hydrogen projects for our refineries) * Collection center for CO2 from several capture facilities Northern Lights (execution phase) Phase 1: 1.5 Mt CO2/year in 2024 Phase 2: +3.5 Mt CO2/year Northern Endurance (partnership) Phase 1: 4 Mt CO2/year in 2026 Capturing and Storing Carbon at Our Facilities he Company has been contributing to the devel- opment of CCS solutions in the Norwegian Sea since 1996 to reduce emissions from the Sleipner2 and Snøhvit natural gas fields.,1,0,0,1,1,0,1,4,Total,irr,rel,,map highlighted in purple
"As of end-2021, TotalEnergies’ stock stood a little under 7 million certified credits.",0,1,1,0,1,0,1,4,Total,rel,rel,certified credits,
The Company aims to produce 2 TWh per year of biomethane starting in 2025 and over 5 TWh per year by 2030 worldwide.,0,0,1,0,0,1,1,3,Total,rel,rel,produce; TWh; of biomethane,
"Conversely, in order to prepare for the decline in demand for oil by the end of the decade, the Company has embarked on a voluntary strategy of adapting its Downstream activities in the refining and distribution of petroleum products to align them with its oil production, and it has set itself a new target of lowering Scope 3 emissions from petroleum products sold worldwide by over 30% between 2015 and 2030.",0,0,1,0,1,0,1,3,Total,rel,rel,decline in demand for oil; Downstream activities; refining and distribution of petroleum,
"Restricted scope + Brazil, Colombia, Israel, United Arab Emirates, Peru, Thailand, Malaysia and Vietnam.",1,1,0,0,1,0,0,3,Total,irr,irr,,
"Even if carbon pricing does not currently apply in all of the Company's host countries, TotalEnergies includes, as a base case, a minimum carbon price of $40/ton in its investment cri- teria (or the current price in a given country, if higher), with the assumption of a linear increase to $100 per ton as from 2030.",0,0,0,1,1,0,1,3,Total,rel,rel,,highlighted in blue
Développement durable et climat - 2022 Sustainability & Climate 2022 Progress Report Reducing the TotalEnergies LNG value chain's emissions intensity — This growth requires an exemplary strategy for greenhouse gas emissions.,0,1,0,0,0,1,1,3,Total,irr,rel,,not highlighted but relevant
